text,entities
شعر بمناسبة الانتفاضة الشعبية . .,"{""story_entities"": [{""entity_value"": ""الانتفاضة"", ""entity_type"": ""B-EVENT""}, {""entity_value"": ""الشعبية"", ""entity_type"": ""I-EVENT""}]}"
جريدة فلسطين 17 تشرين الأول 1924 .,"{""story_entities"": [{""entity_value"": ""جريدة"", ""entity_type"": ""B-ORG""}, {""entity_value"": ""فلسطين"", ""entity_type"": ""I-ORG""}, {""entity_value"": ""فلسطين"", ""entity_type"": ""B-GPE""}, {""entity_value"": ""17"", ""entity_type"": ""B-DATE""}, {""entity_value"": ""تشرين"", ""entity_type"": ""I-DATE""}, {""entity_value"": ""الأول"", ""entity_type"": ""I-DATE""}, {""entity_value"": ""1924"", ""entity_type"": ""I-DATE""}]}"
صورة مخيم بلاطة عام ( 1953 ) وعام ( 1997 ) .,"{""story_entities"": [{""entity_value"": ""مخيم"", ""entity_type"": ""B-GPE""}, {""entity_value"": ""بلاطة"", ""entity_type"": ""I-GPE""}, {""entity_value"": ""عام"", ""entity_type"": ""B-DATE""}, {""entity_value"": ""("", ""entity_type"": ""I-DATE""}, {""entity_value"": ""1953"", ""entity_type"": ""I-DATE""}, {""entity_value"": "")"", ""entity_type"": ""I-DATE""}, {""entity_value"": ""1997"", ""entity_type"": ""B-DATE""}]}"
جريدة فلسطين 27 كانون الثاني 1925 .,"{""story_entities"": [{""entity_value"": ""جريدة"", ""entity_type"": ""B-ORG""}, {""entity_value"": ""فلسطين"", ""entity_type"": ""I-ORG""}, {""entity_value"": ""فلسطين"", ""entity_type"": ""B-GPE""}, {""entity_value"": ""27"", ""entity_type"": ""B-DATE""}, {""entity_value"": ""كانون"", ""entity_type"": ""I-DATE""}, {""entity_value"": ""الثاني"", ""entity_type"": ""I-DATE""}, {""entity_value"": ""1925"", ""entity_type"": ""I-DATE""}]}"
وحدد مهاراتك وعدد الساعات وقيمة الساعة وسيأتى لك طلبات عمل لتنفيذها . $#$,"{""story_entities"": []}"
وهناك كتاب الأسلوب اللين [ 2 ] في تحسين تجربة المستخدم ، رحلة موفقة وقراءة ممتعة . $#$,"{""story_entities"": [{""entity_value"": ""كتاب"", ""entity_type"": ""B-NORP""}, {""entity_value"": ""الأسلوب"", ""entity_type"": ""I-NORP""}, {""entity_value"": ""اللين"", ""entity_type"": ""I-NORP""}, {""entity_value"": ""2"", ""entity_type"": ""B-CARDINAL""}]}"
وشهدت ورشتي العمل التعريفيتين التي عقدتا خلال الأسبوع الماضي في جامعتي القدس المفتوحة – بيت لحم ، والخليل والتي قدمهما د . بشار أبو زعرور مدير عام الإدارة العامة للدارسات والتطوير في الهيئة تفاعلا ملحوظا من طلبة وأساتذة كلية التجارة والاقتصاد ، حيث قدم د . أبو زعرور عرضا مفصلا حول عمل الهيئة ونشأتها والإطار الرقابي والتنظيمي لعملها ، والقطاعات التي تنضوي تحت إشرافها وهي التأمين ، الأوراق المالية ، الرهن العقاري ، التأجير التمويلي ، وتمت الإجابة على الأسئلة والاستفسارات التي طرحها الطلبة خلال القسم الأخير من الورشتين . $#$,"{""story_entities"": [{""entity_value"": ""خلال"", ""entity_type"": ""B-DATE""}, {""entity_value"": ""الأسبوع"", ""entity_type"": ""I-DATE""}, {""entity_value"": ""الماضي"", ""entity_type"": ""I-DATE""}, {""entity_value"": ""جامعتي"", ""entity_type"": ""B-ORG""}, {""entity_value"": ""القدس"", ""entity_type"": ""I-ORG""}, {""entity_value"": ""القدس"", ""entity_type"": ""B-GPE""}, {""entity_value"": ""المفتوحة"", ""entity_type"": ""I-ORG""}, {""entity_value"": ""بيت"", ""entity_type"": ""B-GPE""}, {""entity_value"": ""لحم"", ""entity_type"": ""I-GPE""}, {""entity_value"": ""والخليل"", ""entity_type"": ""B-GPE""}, {""entity_value"": ""د"", ""entity_type"": ""B-OCC""}, {""entity_value"": ""."", ""entity_type"": ""I-OCC""}, {""entity_value"": ""بشار"", ""entity_type"": ""B-PERS""}, {""entity_value"": ""أبو"", ""entity_type"": ""I-PERS""}, {""entity_value"": ""زعرور"", ""entity_type"": ""I-PERS""}, {""entity_value"": ""مدير"", ""entity_type"": ""B-OCC""}, {""entity_value"": ""عام"", ""entity_type"": ""I-OCC""}, {""entity_value"": ""الإدارة"", ""entity_type"": ""I-OCC""}, {""entity_value"": ""العامة"", ""entity_type"": ""I-OCC""}, {""entity_value"": ""للدارسات"", ""entity_type"": ""I-OCC""}, {""entity_value"": ""والتطوير"", ""entity_type"": ""I-OCC""}, {""entity_value"": ""في"", ""entity_type"": ""I-OCC""}, {""entity_value"": ""الهيئة"", ""entity_type"": ""I-OCC""}, {""entity_value"": ""الهيئة"", ""entity_type"": ""B-ORG""}, {""entity_value"": ""وأساتذة"", ""entity_type"": ""B-NORP""}, {""entity_value"": ""كلية"", ""entity_type"": ""I-NORP""}, {""entity_value"": ""التجارة"", ""entity_type"": ""I-NORP""}, {""entity_value"": ""والاقتصاد"", ""entity_type"": ""I-NORP""}, {""entity_value"": ""د"", ""entity_type"": ""B-OCC""}, {""entity_value"": ""."", ""entity_type"": ""I-OCC""}, {""entity_value"": ""أبو"", ""entity_type"": ""B-PERS""}, {""entity_value"": ""زعرور"", ""entity_type"": ""I-PERS""}, {""entity_value"": ""الهيئة"", ""entity_type"": ""B-ORG""}, {""entity_value"": ""الطلبة"", ""entity_type"": ""B-NORP""}, {""entity_value"": ""الأخير"", ""entity_type"": ""B-ORDINAL""}]}"
الطالب في الامتحان عندي سؤال : ماهي الكربوهيدرات ?,"{""story_entities"": []}"
مذكرات خليل السكاكيني : بتاريخ ( 22 / 6 / 1941 ) .,"{""story_entities"": [{""entity_value"": ""خليل"", ""entity_type"": ""B-PERS""}, {""entity_value"": ""السكاكيني"", ""entity_type"": ""I-PERS""}, {""entity_value"": ""بتاريخ"", ""entity_type"": ""B-DATE""}, {""entity_value"": ""("", ""entity_type"": ""I-DATE""}, {""entity_value"": ""22"", ""entity_type"": ""I-DATE""}, {""entity_value"": ""/"", ""entity_type"": ""I-DATE""}, {""entity_value"": ""6"", ""entity_type"": ""I-DATE""}, {""entity_value"": ""/"", ""entity_type"": ""I-DATE""}, {""entity_value"": ""1941"", ""entity_type"": ""I-DATE""}, {""entity_value"": "")"", ""entity_type"": ""I-DATE""}]}"
أ ) الاسم الرباعي الكامل $#$,"{""story_entities"": []}"
بابا كل ما امرق من الحارة في شله زعران بيقولولي ليموناضة,"{""story_entities"": []}"
مراسلة بلدية مدينة البيرة بخصوص حشرة الصنوبر الضارة بتاريخ ( 12 / 4 / 1956 ) .,"{""story_entities"": [{""entity_value"": ""مراسلة"", ""entity_type"": ""B-OCC""}, {""entity_value"": ""بلدية"", ""entity_type"": ""I-OCC""}, {""entity_value"": ""بلدية"", ""entity_type"": ""B-ORG""}, {""entity_value"": ""مدينة"", ""entity_type"": ""I-OCC""}, {""entity_value"": ""مدينة"", ""entity_type"": ""I-ORG""}, {""entity_value"": ""مدينة"", ""entity_type"": ""B-GPE""}, {""entity_value"": ""البيرة"", ""entity_type"": ""I-OCC""}, {""entity_value"": ""البيرة"", ""entity_type"": ""I-ORG""}, {""entity_value"": ""البيرة"", ""entity_type"": ""I-GPE""}, {""entity_value"": ""بتاريخ"", ""entity_type"": ""B-DATE""}, {""entity_value"": ""("", ""entity_type"": ""I-DATE""}, {""entity_value"": ""12"", ""entity_type"": ""I-DATE""}, {""entity_value"": ""/"", ""entity_type"": ""I-DATE""}, {""entity_value"": ""4"", ""entity_type"": ""I-DATE""}, {""entity_value"": ""/"", ""entity_type"": ""I-DATE""}, {""entity_value"": ""1956"", ""entity_type"": ""I-DATE""}, {""entity_value"": "")"", ""entity_type"": ""I-DATE""}]}"
جريدة فلسطين / تشرين الاول ( 16 / 10 / 1945 ) .,"{""story_entities"": [{""entity_value"": ""جريدة"", ""entity_type"": ""B-ORG""}, {""entity_value"": ""فلسطين"", ""entity_type"": ""I-ORG""}, {""entity_value"": ""فلسطين"", ""entity_type"": ""B-GPE""}, {""entity_value"": ""تشرين"", ""entity_type"": ""B-DATE""}, {""entity_value"": ""الاول"", ""entity_type"": ""I-DATE""}, {""entity_value"": ""("", ""entity_type"": ""I-DATE""}, {""entity_value"": ""16"", ""entity_type"": ""I-DATE""}, {""entity_value"": ""/"", ""entity_type"": ""I-DATE""}, {""entity_value"": ""10"", ""entity_type"": ""I-DATE""}, {""entity_value"": ""/"", ""entity_type"": ""I-DATE""}, {""entity_value"": ""1945"", ""entity_type"": ""I-DATE""}, {""entity_value"": "")"", ""entity_type"": ""I-DATE""}]}"
صور هدم مدينة جنين .,"{""story_entities"": [{""entity_value"": ""مدينة"", ""entity_type"": ""B-GPE""}, {""entity_value"": ""جنين"", ""entity_type"": ""I-GPE""}]}"
طب انا بعرفه,"{""story_entities"": []}"
جريدة فلسطين 12 آذار 1913 .,"{""story_entities"": [{""entity_value"": ""جريدة"", ""entity_type"": ""B-ORG""}, {""entity_value"": ""فلسطين"", ""entity_type"": ""I-ORG""}, {""entity_value"": ""فلسطين"", ""entity_type"": ""B-GPE""}, {""entity_value"": ""12"", ""entity_type"": ""B-DATE""}, {""entity_value"": ""آذار"", ""entity_type"": ""I-DATE""}, {""entity_value"": ""1913"", ""entity_type"": ""I-DATE""}]}"
رسالة سكرتير اللجنة القومية العربية في نابلس إلى وزير التموين الأردني لاستيراد دقيق عن طريق صديق مكاوي .,"{""story_entities"": [{""entity_value"": ""سكرتير"", ""entity_type"": ""B-OCC""}, {""entity_value"": ""اللجنة"", ""entity_type"": ""I-OCC""}, {""entity_value"": ""اللجنة"", ""entity_type"": ""B-ORG""}, {""entity_value"": ""القومية"", ""entity_type"": ""I-OCC""}, {""entity_value"": ""القومية"", ""entity_type"": ""I-ORG""}, {""entity_value"": ""العربية"", ""entity_type"": ""I-OCC""}, {""entity_value"": ""العربية"", ""entity_type"": ""I-ORG""}, {""entity_value"": ""في"", ""entity_type"": ""I-OCC""}, {""entity_value"": ""نابلس"", ""entity_type"": ""I-OCC""}, {""entity_value"": ""نابلس"", ""entity_type"": ""B-GPE""}, {""entity_value"": ""وزير"", ""entity_type"": ""B-OCC""}, {""entity_value"": ""التموين"", ""entity_type"": ""I-OCC""}, {""entity_value"": ""الأردني"", ""entity_type"": ""I-OCC""}, {""entity_value"": ""صديق"", ""entity_type"": ""B-PERS""}, {""entity_value"": ""مكاوي"", ""entity_type"": ""I-PERS""}]}"
مجزرة الحرم الإبراهيمي وإصطدام احد حراس الحرم بمنفذ المجزرة باروخ جولدشتاين .,"{""story_entities"": [{""entity_value"": ""مجزرة"", ""entity_type"": ""B-EVENT""}, {""entity_value"": ""الحرم"", ""entity_type"": ""I-EVENT""}, {""entity_value"": ""الحرم"", ""entity_type"": ""B-FAC""}, {""entity_value"": ""الإبراهيمي"", ""entity_type"": ""I-EVENT""}, {""entity_value"": ""الإبراهيمي"", ""entity_type"": ""I-FAC""}, {""entity_value"": ""باروخ"", ""entity_type"": ""B-PERS""}, {""entity_value"": ""جولدشتاين"", ""entity_type"": ""I-PERS""}]}"
تقرير لجنة تقدير الاراضي المستقطعة والمستملكة بتاريخ ( 17 / 2 / 1966 ) في قرية بيرزيت .,"{""story_entities"": [{""entity_value"": ""لجنة"", ""entity_type"": ""B-ORG""}, {""entity_value"": ""تقدير"", ""entity_type"": ""I-ORG""}, {""entity_value"": ""الاراضي"", ""entity_type"": ""I-ORG""}, {""entity_value"": ""المستقطعة"", ""entity_type"": ""I-ORG""}, {""entity_value"": ""والمستملكة"", ""entity_type"": ""I-ORG""}, {""entity_value"": ""بتاريخ"", ""entity_type"": ""B-DATE""}, {""entity_value"": ""("", ""entity_type"": ""I-DATE""}, {""entity_value"": ""17"", ""entity_type"": ""I-DATE""}, {""entity_value"": ""/"", ""entity_type"": ""I-DATE""}, {""entity_value"": ""2"", ""entity_type"": ""I-DATE""}, {""entity_value"": ""/"", ""entity_type"": ""I-DATE""}, {""entity_value"": ""1966"", ""entity_type"": ""I-DATE""}, {""entity_value"": "")"", ""entity_type"": ""I-DATE""}, {""entity_value"": ""قرية"", ""entity_type"": ""B-GPE""}, {""entity_value"": ""بيرزيت"", ""entity_type"": ""I-GPE""}]}"
رسالة الاتجاه الإسلامي الى القمة العربية ( 1990 ) .,"{""story_entities"": [{""entity_value"": ""القمة"", ""entity_type"": ""B-ORG""}, {""entity_value"": ""العربية"", ""entity_type"": ""I-ORG""}, {""entity_value"": ""1990"", ""entity_type"": ""B-DATE""}]}"
جريدة فلسطين 1 نيسان 1924 .,"{""story_entities"": [{""entity_value"": ""جريدة"", ""entity_type"": ""B-ORG""}, {""entity_value"": ""فلسطين"", ""entity_type"": ""I-ORG""}, {""entity_value"": ""فلسطين"", ""entity_type"": ""B-GPE""}, {""entity_value"": ""1"", ""entity_type"": ""B-DATE""}, {""entity_value"": ""نيسان"", ""entity_type"": ""I-DATE""}, {""entity_value"": ""1924"", ""entity_type"": ""I-DATE""}]}"
جريدة فلسطين 23 تشرين الثاني 1923 .,"{""story_entities"": [{""entity_value"": ""جريدة"", ""entity_type"": ""B-ORG""}, {""entity_value"": ""فلسطين"", ""entity_type"": ""I-ORG""}, {""entity_value"": ""فلسطين"", ""entity_type"": ""B-GPE""}, {""entity_value"": ""23"", ""entity_type"": ""B-DATE""}, {""entity_value"": ""تشرين"", ""entity_type"": ""I-DATE""}, {""entity_value"": ""الثاني"", ""entity_type"": ""I-DATE""}, {""entity_value"": ""1923"", ""entity_type"": ""I-DATE""}]}"
كشف مدير عام هيئة سوق رأس المال الفلسطينية ، براق النابلسي ، عن رفع متطلبات ترخيص شركات التأجير التمويلي من نصف مليون دولار إلى مليوني دولار بسبب نمو عقود التأجير . $#$,"{""story_entities"": [{""entity_value"": ""مدير"", ""entity_type"": ""B-OCC""}, {""entity_value"": ""عام"", ""entity_type"": ""I-OCC""}, {""entity_value"": ""هيئة"", ""entity_type"": ""I-OCC""}, {""entity_value"": ""هيئة"", ""entity_type"": ""B-ORG""}, {""entity_value"": ""سوق"", ""entity_type"": ""I-OCC""}, {""entity_value"": ""سوق"", ""entity_type"": ""I-ORG""}, {""entity_value"": ""رأس"", ""entity_type"": ""I-OCC""}, {""entity_value"": ""رأس"", ""entity_type"": ""I-ORG""}, {""entity_value"": ""المال"", ""entity_type"": ""I-OCC""}, {""entity_value"": ""المال"", ""entity_type"": ""I-ORG""}, {""entity_value"": ""الفلسطينية"", ""entity_type"": ""I-OCC""}, {""entity_value"": ""الفلسطينية"", ""entity_type"": ""I-ORG""}, {""entity_value"": ""براق"", ""entity_type"": ""B-PERS""}, {""entity_value"": ""النابلسي"", ""entity_type"": ""I-PERS""}, {""entity_value"": ""نصف"", ""entity_type"": ""B-MONEY""}, {""entity_value"": ""مليون"", ""entity_type"": ""I-MONEY""}, {""entity_value"": ""دولار"", ""entity_type"": ""I-MONEY""}, {""entity_value"": ""دولار"", ""entity_type"": ""B-CURR""}, {""entity_value"": ""مليوني"", ""entity_type"": ""B-MONEY""}, {""entity_value"": ""دولار"", ""entity_type"": ""I-MONEY""}, {""entity_value"": ""دولار"", ""entity_type"": ""B-CURR""}]}"
لكن السلطات العراقية وسلطات إقليم كردستان حاكمت عناصر داعش المشتبه بهم في أغلب القضايا فقط بناء على اعترافات وشهادات شهود مدونة ، بشكل أساسي حول انتمائهم إلى داعش . $#$,"{""story_entities"": [{""entity_value"": ""السلطات"", ""entity_type"": ""B-ORG""}, {""entity_value"": ""العراقية"", ""entity_type"": ""I-ORG""}, {""entity_value"": ""وسلطات"", ""entity_type"": ""B-ORG""}, {""entity_value"": ""إقليم"", ""entity_type"": ""I-ORG""}, {""entity_value"": ""إقليم"", ""entity_type"": ""B-GPE""}, {""entity_value"": ""كردستان"", ""entity_type"": ""I-ORG""}, {""entity_value"": ""كردستان"", ""entity_type"": ""I-GPE""}, {""entity_value"": ""عناصر"", ""entity_type"": ""B-NORP""}, {""entity_value"": ""داعش"", ""entity_type"": ""I-NORP""}, {""entity_value"": ""داعش"", ""entity_type"": ""B-ORG""}, {""entity_value"": ""داعش"", ""entity_type"": ""B-ORG""}]}"
إسترحام من اسماعيل أحمد الى رئيس بلدية نابلس لمنحه أرض .,"{""story_entities"": [{""entity_value"": ""اسماعيل"", ""entity_type"": ""B-PERS""}, {""entity_value"": ""أحمد"", ""entity_type"": ""I-PERS""}, {""entity_value"": ""رئيس"", ""entity_type"": ""B-OCC""}, {""entity_value"": ""بلدية"", ""entity_type"": ""I-OCC""}, {""entity_value"": ""بلدية"", ""entity_type"": ""B-ORG""}, {""entity_value"": ""نابلس"", ""entity_type"": ""I-OCC""}, {""entity_value"": ""نابلس"", ""entity_type"": ""I-ORG""}, {""entity_value"": ""نابلس"", ""entity_type"": ""B-GPE""}]}"
قصه مضحكه جدا جدا جدا,"{""story_entities"": []}"
وتعتبر عمليات الانقاذ في قلب المتوسط وبحر إيجة مجرد تدبيرٍ مؤقت لتقليل الخسائر في الأرواح ولكنها ليست الحل النهائي . $#$,"{""story_entities"": [{""entity_value"": ""وبحر"", ""entity_type"": ""B-LOC""}, {""entity_value"": ""إيجة"", ""entity_type"": ""I-LOC""}]}"
تبرع من شاكر سمارة بستة شوالات دقيق لمنكوبي زلزال 1927 .,"{""story_entities"": [{""entity_value"": ""شاكر"", ""entity_type"": ""B-PERS""}, {""entity_value"": ""سمارة"", ""entity_type"": ""I-PERS""}, {""entity_value"": ""بستة"", ""entity_type"": ""B-CARDINAL""}, {""entity_value"": ""زلزال"", ""entity_type"": ""B-EVENT""}, {""entity_value"": ""1927"", ""entity_type"": ""I-EVENT""}, {""entity_value"": ""1927"", ""entity_type"": ""B-DATE""}]}"
كتاب اقرار من معتمد اللجنة ومخاتير قرية قباطية بتسليم المعونات .,"{""story_entities"": [{""entity_value"": ""ومخاتير"", ""entity_type"": ""B-NORP""}, {""entity_value"": ""قرية"", ""entity_type"": ""I-NORP""}, {""entity_value"": ""قرية"", ""entity_type"": ""B-GPE""}, {""entity_value"": ""قباطية"", ""entity_type"": ""I-NORP""}, {""entity_value"": ""قباطية"", ""entity_type"": ""I-GPE""}]}"
الطريق الجبلي من محطة القطار في مدينة القدس ( ( 1900 ) / 1935 ) .,"{""story_entities"": [{""entity_value"": ""محطة"", ""entity_type"": ""B-FAC""}, {""entity_value"": ""القطار"", ""entity_type"": ""I-FAC""}, {""entity_value"": ""مدينة"", ""entity_type"": ""B-GPE""}, {""entity_value"": ""القدس"", ""entity_type"": ""I-GPE""}, {""entity_value"": ""1900"", ""entity_type"": ""B-DATE""}, {""entity_value"": ""1935"", ""entity_type"": ""B-DATE""}]}"
برقية استنكار موجهة الى سعادة الحاج معزوز المصري وذلك لقيام فئات متطرفة بالإستيطان في قرية سبسطية وذلك يناقض حقوق الانسان .,"{""story_entities"": [{""entity_value"": ""معزوز"", ""entity_type"": ""B-PERS""}, {""entity_value"": ""المصري"", ""entity_type"": ""I-PERS""}, {""entity_value"": ""قرية"", ""entity_type"": ""B-GPE""}, {""entity_value"": ""سبسطية"", ""entity_type"": ""I-GPE""}]}"
رسالة من متعهد الى رئيس بلدية نابلس .,"{""story_entities"": [{""entity_value"": ""رئيس"", ""entity_type"": ""B-OCC""}, {""entity_value"": ""بلدية"", ""entity_type"": ""I-OCC""}, {""entity_value"": ""بلدية"", ""entity_type"": ""B-ORG""}, {""entity_value"": ""نابلس"", ""entity_type"": ""I-OCC""}, {""entity_value"": ""نابلس"", ""entity_type"": ""I-ORG""}, {""entity_value"": ""نابلس"", ""entity_type"": ""B-GPE""}]}"
جريدة فلسطين / شباط ( 17 / 2 / 1948 ) .,"{""story_entities"": [{""entity_value"": ""جريدة"", ""entity_type"": ""B-ORG""}, {""entity_value"": ""فلسطين"", ""entity_type"": ""I-ORG""}, {""entity_value"": ""فلسطين"", ""entity_type"": ""B-GPE""}, {""entity_value"": ""شباط"", ""entity_type"": ""B-DATE""}, {""entity_value"": ""("", ""entity_type"": ""I-DATE""}, {""entity_value"": ""17"", ""entity_type"": ""I-DATE""}, {""entity_value"": ""/"", ""entity_type"": ""I-DATE""}, {""entity_value"": ""2"", ""entity_type"": ""I-DATE""}, {""entity_value"": ""/"", ""entity_type"": ""I-DATE""}, {""entity_value"": ""1948"", ""entity_type"": ""I-DATE""}, {""entity_value"": "")"", ""entity_type"": ""I-DATE""}]}"
دعوة لحضور افتتاح بلدية نابلس بحضور الملك حسين رحمة الله عليه . .,"{""story_entities"": [{""entity_value"": ""افتتاح"", ""entity_type"": ""B-EVENT""}, {""entity_value"": ""بلدية"", ""entity_type"": ""I-EVENT""}, {""entity_value"": ""بلدية"", ""entity_type"": ""B-ORG""}, {""entity_value"": ""نابلس"", ""entity_type"": ""I-EVENT""}, {""entity_value"": ""نابلس"", ""entity_type"": ""I-ORG""}, {""entity_value"": ""نابلس"", ""entity_type"": ""B-GPE""}, {""entity_value"": ""الملك"", ""entity_type"": ""B-PERS""}, {""entity_value"": ""حسين"", ""entity_type"": ""I-PERS""}]}"
1 - على الناخب التأشير على ورقة الاقتراع بإشارة تحددها اللجنة في المربع المعد لذلك إلى جانب اسم المرشح الذي يختاره و / أو إلى جانب القائمة التي يختارها ، $#$,"{""story_entities"": [{""entity_value"": ""1"", ""entity_type"": ""B-ORDINAL""}]}"
يدخل شاب ( اخو منال ) على المطعم يسلم على عماد ويجلس على الطاولة معه,"{""story_entities"": [{""entity_value"": ""منال"", ""entity_type"": ""B-PERS""}, {""entity_value"": ""عماد"", ""entity_type"": ""B-PERS""}]}"
هيئة سوق رأس المال الفلسطينية تشارك في المؤتمر الأول لأسواق رأس المال العربية $#$ $#$,"{""story_entities"": [{""entity_value"": ""هيئة"", ""entity_type"": ""B-ORG""}, {""entity_value"": ""سوق"", ""entity_type"": ""I-ORG""}, {""entity_value"": ""رأس"", ""entity_type"": ""I-ORG""}, {""entity_value"": ""المال"", ""entity_type"": ""I-ORG""}, {""entity_value"": ""الفلسطينية"", ""entity_type"": ""I-ORG""}, {""entity_value"": ""المؤتمر"", ""entity_type"": ""B-EVENT""}, {""entity_value"": ""الأول"", ""entity_type"": ""I-EVENT""}, {""entity_value"": ""الأول"", ""entity_type"": ""B-ORDINAL""}, {""entity_value"": ""لأسواق"", ""entity_type"": ""I-EVENT""}, {""entity_value"": ""رأس"", ""entity_type"": ""I-EVENT""}, {""entity_value"": ""المال"", ""entity_type"": ""I-EVENT""}, {""entity_value"": ""العربية"", ""entity_type"": ""I-EVENT""}]}"
قرية اليامون : اراضيها وتقسيم الاراضي بين عائلاتها : وثائق تبين البيع والشراء بين ملاك الاراضي في القرية من الفترة العثمانية .,"{""story_entities"": [{""entity_value"": ""قرية"", ""entity_type"": ""B-GPE""}, {""entity_value"": ""اليامون"", ""entity_type"": ""I-GPE""}, {""entity_value"": ""الفترة"", ""entity_type"": ""B-DATE""}, {""entity_value"": ""العثمانية"", ""entity_type"": ""I-DATE""}]}"
ممارسات الإحتلال الإسرائيلي بعد عقد اتفاقية أوسلو 1 ضد الفلسطينيين تشرن الثاني / كانون اول : ( 1997 ) ( اعتقالات إدارية ) .,"{""story_entities"": [{""entity_value"": ""الإحتلال"", ""entity_type"": ""B-ORG""}, {""entity_value"": ""الإسرائيلي"", ""entity_type"": ""I-ORG""}, {""entity_value"": ""اتفاقية"", ""entity_type"": ""B-EVENT""}, {""entity_value"": ""أوسلو"", ""entity_type"": ""I-EVENT""}, {""entity_value"": ""أوسلو"", ""entity_type"": ""B-GPE""}, {""entity_value"": ""1"", ""entity_type"": ""I-EVENT""}, {""entity_value"": ""1"", ""entity_type"": ""B-ORDINAL""}, {""entity_value"": ""الفلسطينيين"", ""entity_type"": ""B-NORP""}, {""entity_value"": ""تشرن"", ""entity_type"": ""B-DATE""}, {""entity_value"": ""الثاني"", ""entity_type"": ""I-DATE""}, {""entity_value"": ""كانون"", ""entity_type"": ""B-DATE""}, {""entity_value"": ""اول"", ""entity_type"": ""I-DATE""}, {""entity_value"": ""1997"", ""entity_type"": ""B-DATE""}]}"
""" كما استفاد أكثر من 22 , 0 شخص من إعادة تأهيل الأصول المجتمعية من خلال برامج "" "" النقد مقابل العمل "" "" وخلق 870 مشروع صغير . $#$","{""story_entities"": [{""entity_value"": ""22"", ""entity_type"": ""B-CARDINAL""}, {""entity_value"": "","", ""entity_type"": ""I-CARDINAL""}, {""entity_value"": ""0"", ""entity_type"": ""I-CARDINAL""}, {""entity_value"": ""870"", ""entity_type"": ""B-CARDINAL""}]}"
""" كنت مرة في مركز احتجاز وتحدثت مع شاب كان محبطاً للغاية . $#$","{""story_entities"": []}"
عندما يتعلق الأمر بالتفاوض مع الحكومة الليبية ومختلف الجهات المحلية ، لا يبدو أن مفوضية الأمم المتحدة لشؤون اللاجئين تتلقى أي دعم سياسي من نفس الدول التي تقدم لها موارد مالية معتبرة . $#$,"{""story_entities"": [{""entity_value"": ""الحكومة"", ""entity_type"": ""B-ORG""}, {""entity_value"": ""الليبية"", ""entity_type"": ""I-ORG""}, {""entity_value"": ""مفوضية"", ""entity_type"": ""B-ORG""}, {""entity_value"": ""الأمم"", ""entity_type"": ""I-ORG""}, {""entity_value"": ""المتحدة"", ""entity_type"": ""I-ORG""}, {""entity_value"": ""لشؤون"", ""entity_type"": ""I-ORG""}, {""entity_value"": ""اللاجئين"", ""entity_type"": ""I-ORG""}, {""entity_value"": ""اللاجئين"", ""entity_type"": ""B-NORP""}]}"
رسالة عبد القادر عبد الجليل إلى رئيس اللجنة القومية العربية في نابلس .,"{""story_entities"": [{""entity_value"": ""عبد"", ""entity_type"": ""B-PERS""}, {""entity_value"": ""القادر"", ""entity_type"": ""I-PERS""}, {""entity_value"": ""عبد"", ""entity_type"": ""I-PERS""}, {""entity_value"": ""الجليل"", ""entity_type"": ""I-PERS""}, {""entity_value"": ""رئيس"", ""entity_type"": ""B-OCC""}, {""entity_value"": ""اللجنة"", ""entity_type"": ""I-OCC""}, {""entity_value"": ""اللجنة"", ""entity_type"": ""B-ORG""}, {""entity_value"": ""القومية"", ""entity_type"": ""I-OCC""}, {""entity_value"": ""القومية"", ""entity_type"": ""I-ORG""}, {""entity_value"": ""العربية"", ""entity_type"": ""I-OCC""}, {""entity_value"": ""العربية"", ""entity_type"": ""I-ORG""}, {""entity_value"": ""في"", ""entity_type"": ""I-OCC""}, {""entity_value"": ""نابلس"", ""entity_type"": ""I-OCC""}, {""entity_value"": ""نابلس"", ""entity_type"": ""B-GPE""}]}"
منشوف لغة الناس يلي بيحكوَا مع بعض بطريقة طبيعيّة و بيستعملو إدراكن الحسّي عن طريقَا ، يعني العامّية المحكية اللبنانية ، و كمان منشوف لغة الاساتزة ، العربي الفصحى ، الك اللغة يلي منتعلمَا بالمدرسة و ما بحياتنا منحسّ الكارتونز شقفة منّا قد اللغة المحكية يلي منكبر عم اللّي فيها .,"{""story_entities"": [{""entity_value"": ""العامّية"", ""entity_type"": ""B-LANGUAGE""}, {""entity_value"": ""المحكية"", ""entity_type"": ""I-LANGUAGE""}, {""entity_value"": ""اللبنانية"", ""entity_type"": ""I-LANGUAGE""}, {""entity_value"": ""الاساتزة"", ""entity_type"": ""B-NORP""}, {""entity_value"": ""العربي"", ""entity_type"": ""B-LANGUAGE""}, {""entity_value"": ""الفصحى"", ""entity_type"": ""I-LANGUAGE""}]}"
بلدية طولكرم : انتهاكات حقوق الانسان من قبل سلطات الحكم العسكري في الضفة : ( 1976 ) .,"{""story_entities"": [{""entity_value"": ""بلدية"", ""entity_type"": ""B-ORG""}, {""entity_value"": ""طولكرم"", ""entity_type"": ""I-ORG""}, {""entity_value"": ""طولكرم"", ""entity_type"": ""B-GPE""}, {""entity_value"": ""الضفة"", ""entity_type"": ""B-GPE""}, {""entity_value"": ""1976"", ""entity_type"": ""B-DATE""}]}"
